ticket_id,created_at,closed_at,channel,product,category,issue_subtype,priority,status,customer_text,agent_response,resolution_time_seconds,first_contact_resolved,escalated_to,sla_breach,pii_flag,pii_entities_found,anonymized_at,is_gold_example,gold_signal,source,kb_refs,data_consent,retention_expires_at,language
TKT-00208,2025-11-05T12:29:39,,web,ProPlan,technical,sync_error,high,pending,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,80925,1,,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-11-05T12:29:39,0,,synthetic,,1,2028-11-04,hi
TKT-00255,2026-01-10T12:29:39,,social,MobileApp,other,data_export,medium,escalated,What integrations do you support with third-party project management tools?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",86049,1,,1,0,,2026-01-10T12:29:39,0,,internal,,1,2029-01-09,en
TKT-00202,2026-02-17T12:29:39,2026-02-17T13:13:01,web,DataVault,account,two_factor_issue,critical,closed,My account got locked and I don't know why. I need access urgently for work.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,2602,0,senior_support,0,1,PHONE_NUMBER,2026-02-17T12:29:39,0,,bitext,KB-11;KB-6;KB-15,1,2029-02-16,en
TKT-00180,2025-08-19T12:29:39,2025-08-20T01:25:36,phone,DataVault,technical,sync_error,high,closed,The mobile app crashes every time I try to open the reports section.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,46557,1,senior_support,1,0,,2025-08-19T12:29:39,0,,synthetic,KB-11;KB-16;KB-12,1,2028-08-18,en
TKT-00016,2025-12-29T12:29:39,2025-12-29T16:57:53,phone,ProPlan,other,data_export,high,closed,I'd like to export all my data before I cancel. What formats are available?,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,16094,1,billing_team,0,1,PHONE_NUMBER,2025-12-29T12:29:39,0,,bitext,KB-7,1,2028-12-28,en
TKT-00107,2025-02-02T12:29:39,2025-02-03T08:59:23,chat,ProPlan,technical,password_reset,medium,resolved,The mobile app crashes every time I try to open the reports section.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,73784,0,,1,0,,2025-02-02T12:29:39,0,,bitext,,1,2028-02-02,en
TKT-00549,2026-05-23T12:29:39,2026-05-24T08:33:54,phone,EnterpriseSuite,returns,refund_not_received,high,closed,The item I received is damaged. The packaging was intact but the product inside is broken.,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,72255,0,billing_team,1,0,,2026-05-23T12:29:39,0,,internal,KB-14,1,2029-05-22,en
TKT-00557,2025-02-01T12:29:39,,email,EnterpriseSuite,account,profile_update,low,escalated,I want to permanently delete my account and all associated data.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,4883,1,,0,1,PERSON;EMAIL_ADDRESS,2025-02-01T12:29:39,0,,synthetic,KB-5;KB-17;KB-15,1,2028-02-01,en
TKT-00097,2026-02-16T12:29:39,2026-02-16T16:37:43,email,CloudSync,technical,password_reset,high,closed,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,14884,0,,0,1,PHONE_NUMBER,2026-02-16T12:29:39,0,,bitext,KB-17;KB-11;KB-3,1,2029-02-15,hi
TKT-00009,2025-06-17T12:29:39,2025-06-17T16:00:01,email,EnterpriseSuite,returns,wrong_item,critical,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,12622,1,billing_team,0,0,,2025-06-17T12:29:39,0,reviewer_confirmed,synthetic,,1,2028-06-16,en
TKT-00280,2025-06-25T12:29:39,2025-06-26T01:37:06,web,CloudSync,returns,item_damaged,high,resolved,The item I received is damaged. The packaging was intact but the product inside is broken.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,47247,1,billing_team,1,1,PHONE_NUMBER,2025-06-25T12:29:39,0,agent_corrected,internal,KB-5;KB-15;KB-24,1,2028-06-24,en
TKT-00495,2025-10-25T12:29:39,,social,MobileApp,account,account_deletion,high,escalated,My account got locked and I don't know why. I need access urgently for work.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,72109,0,senior_support,1,0,,2025-10-25T12:29:39,1,,synthetic,KB-19,1,2028-10-24,en
TKT-00496,2026-03-02T12:29:39,2026-03-03T00:28:26,social,MobileApp,other,complaint,low,resolved,What integrations do you support with third-party project management tools?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,43127,0,,1,0,,2026-03-02T12:29:39,0,,bitext,KB-19;KB-2;KB-18,1,2029-03-01,hi
TKT-00295,2025-06-15T12:29:39,,social,ProPlan,billing,subscription_cancel,low,pending,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,40512,0,senior_support,1,0,,2025-06-15T12:29:39,0,agent_corrected,internal,KB-2;KB-10;KB-14,1,2028-06-14,en
TKT-00313,2025-04-27T12:29:39,2025-04-27T17:27:29,email,CloudSync,account,two_factor_issue,medium,closed,I want to permanently delete my account and all associated data.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",17870,0,billing_team,0,1,EMAIL_ADDRESS,2025-04-27T12:29:39,0,reviewer_confirmed,synthetic,KB-24,1,2028-04-26,en
TKT-00421,2025-03-24T12:29:39,2025-03-24T12:39:14,chat,BasicPlan,billing,invoice_error,critical,closed,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,575,1,,0,1,EMAIL_ADDRESS,2025-03-24T12:29:39,0,,internal,,1,2028-03-23,hi
TKT-00067,2025-07-15T12:29:39,2025-07-15T13:05:49,web,DataVault,returns,wrong_item,low,resolved,I received the wrong item entirely. I ordered the blue model but got the red one.,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,2170,1,senior_support,0,0,,2025-07-15T12:29:39,0,,internal,,1,2028-07-14,en
TKT-00480,2025-09-10T12:29:39,,phone,BasicPlan,returns,exchange_request,medium,pending,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,38034,1,,1,1,PHONE_NUMBER,2025-09-10T12:29:39,1,,synthetic,KB-21,1,2028-09-09,hi
TKT-00461,2025-08-14T12:29:39,2025-08-15T06:34:21,web,BasicPlan,billing,invoice_error,high,closed,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,65082,1,,1,1,EMAIL_ADDRESS,2025-08-14T12:29:39,0,agent_corrected,bitext,KB-15,1,2028-08-13,en
TKT-00199,2025-08-11T12:29:39,,phone,BasicPlan,account,account_deletion,high,escalated,My account got locked and I don't know why. I need access urgently for work.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,54210,1,billing_team,1,0,,2025-08-11T12:29:39,1,,internal,,1,2028-08-10,en
TKT-00532,2025-11-13T12:29:39,2025-11-14T10:33:13,web,BasicPlan,other,general_inquiry,high,resolved,I have a suggestion: it would be great if you added dark mode to the mobile app.,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",79414,0,senior_support,1,0,,2025-11-13T12:29:39,0,,internal,KB-8;KB-23;KB-20,1,2028-11-12,en
TKT-00172,2025-11-03T12:29:39,,phone,EnterpriseSuite,other,feature_request,high,pending,What integrations do you support with third-party project management tools?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,31489,1,billing_team,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-11-03T12:29:39,1,,bitext,KB-7;KB-12,1,2028-11-02,en
TKT-00493,2025-10-26T12:29:39,,phone,BasicPlan,other,feedback,medium,escalated,I have a suggestion: it would be great if you added dark mode to the mobile app.,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",6112,1,senior_support,0,1,EMAIL_ADDRESS,2025-10-26T12:29:39,0,agent_corrected,bitext,KB-9;KB-16,1,2028-10-25,hi
TKT-00536,2025-10-02T12:29:39,,social,CloudSync,technical,password_reset,low,escalated,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,22170,0,,0,1,PHONE_NUMBER,2025-10-02T12:29:39,0,,internal,,1,2028-10-01,hi
TKT-00453,2026-03-16T12:29:39,,social,MobileApp,returns,item_damaged,high,escalated,The item I received is damaged. The packaging was intact but the product inside is broken.,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,82787,1,senior_support,1,0,,2026-03-16T12:29:39,0,agent_corrected,internal,KB-1;KB-17;KB-24,1,2029-03-15,en
TKT-00120,2025-08-24T12:29:39,2025-08-24T22:57:55,email,DataVault,billing,upgrade_billing,medium,closed,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,37696,1,senior_support,1,0,,2025-08-24T12:29:39,0,reviewer_confirmed,bitext,,1,2028-08-23,en
TKT-00410,2025-01-19T12:29:39,,phone,CloudSync,account,account_deletion,low,escalated,My account got locked and I don't know why. I need access urgently for work.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",53338,1,,1,0,,2025-01-19T12:29:39,0,,bitext,,1,2028-01-19,en
TKT-00377,2025-05-31T12:29:39,2025-05-31T18:46:02,social,ProPlan,billing,subscription_cancel,medium,closed,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've corrected the billing error. You were incorrectly charged the enterprise rate. A partial refund has been issued.,22583,1,,0,1,PERSON;EMAIL_ADDRESS,2025-05-31T12:29:39,0,agent_corrected,synthetic,KB-18;KB-19,1,2028-05-30,en
TKT-00173,2026-02-23T12:29:39,,phone,BasicPlan,billing,refund_request,medium,escalated,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,41340,1,,1,1,PERSON;EMAIL_ADDRESS,2026-02-23T12:29:39,0,,internal,,1,2029-02-22,en
TKT-00148,2026-04-28T12:29:39,2026-04-28T16:05:02,email,CloudSync,account,email_change,high,resolved,I can't update my billing address in the profile settings. The save button doesn't work.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,12923,0,billing_team,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-04-28T12:29:39,0,reviewer_confirmed,bitext,KB-22,1,2029-04-27,hi
TKT-00101,2026-04-12T12:29:39,2026-04-13T11:03:02,web,CloudSync,technical,password_reset,medium,resolved,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,81203,1,senior_support,1,1,PHONE_NUMBER,2026-04-12T12:29:39,1,agent_corrected,bitext,KB-12;KB-9;KB-4,1,2029-04-11,en
TKT-00169,2026-04-11T12:29:39,2026-04-11T19:21:00,email,EnterpriseSuite,account,profile_update,low,closed,I need to add a team member to my account but the invite option is greyed out.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,24681,1,senior_support,0,0,,2026-04-11T12:29:39,0,agent_corrected,bitext,KB-13;KB-3;KB-24,1,2029-04-10,en
TKT-00561,2025-08-06T12:29:39,,phone,MobileApp,returns,refund_not_received,medium,escalated,The item I received is damaged. The packaging was intact but the product inside is broken.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,68422,1,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-08-06T12:29:39,0,reviewer_confirmed,bitext,,1,2028-08-05,en
TKT-00341,2026-01-17T12:29:39,,chat,EnterpriseSuite,account,account_deletion,low,escalated,I can't update my billing address in the profile settings. The save button doesn't work.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,32441,1,billing_team,1,0,,2026-01-17T12:29:39,0,reviewer_confirmed,bitext,KB-14;KB-21,1,2029-01-16,en
TKT-00587,2025-12-23T12:29:39,2025-12-24T00:12:09,web,EnterpriseSuite,other,feedback,high,closed,I'd like to file a formal complaint about the service outage last weekend.,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",42150,0,billing_team,1,0,,2025-12-23T12:29:39,0,reviewer_confirmed,bitext,KB-4;KB-19,1,2028-12-22,en
TKT-00201,2025-07-26T12:29:39,2025-07-27T08:23:35,web,EnterpriseSuite,returns,exchange_request,low,resolved,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,71636,0,,1,1,PHONE_NUMBER,2025-07-26T12:29:39,0,agent_corrected,bitext,KB-23,1,2028-07-25,hi
